property_type,price,size,location,rooms,floor,title,seller_type,size_num,price_per_m2
3-комнатная квартира,46000000,96 м²,"мкр Нурсая, Абылхаир хана — Продаётся 3 ком квартира. Черновой вариант. 96 квадрат метра",3,8/9,3-комнатная квартира · 96 м² · 8/9 этаж,Other,96.0,479166.6666666667
2-комнатная квартира,14000000,48.8 м²,"мкр. Зачаганск пгт, Жангир хана 71 — Жангир хана",2,1/4,2-комнатная квартира · 48.8 м² · 1/4 этаж,Other,48.8,286885.24590163934
3-комнатная квартира,35000000,60.3 м²,"Ауэзовский р-н, мкр №8 80",3,1/4,3-комнатная квартира · 60.3 м² · 1/4 этаж,Other,60.3,580431.1774461028
3-комнатная квартира,65000000,78.1 м²,"Есильский р-н, Достык 8 — Керуен",3,10/18,3-комнатная квартира · 78.1 м² · 10/18 этаж,Other,78.1,832266.3252240717
4-комнатная квартира,33000000,82 м²,"Азаттык 5б — Возле набережной, рядом центральный ФОК",4,4/5,4-комнатная квартира · 82 м² · 4/5 этаж,Other,82.0,402439.0243902439
2-комнатная квартира,51000000,57.9 м²,"Бостандыкский р-н, мкр Нур Алатау — Кирпичный дом, улучшенная планировка",2,2/5,2-комнатная квартира · 57.9 м² · 2/5 этаж,Realtor,57.9,880829.0155440415
3-комнатная квартира,39649500,88.11 м²,Сабатаева 77А — Байкена Ашимова,3,1/9,3-комнатная квартира · 88.11 м² · 1/9 этаж,Other,88.11,450000.0
2-комнатная квартира,28490000,70 м²,"р-н Байконур, Иманова — ГОРЯЧАЯ ЦЕНА",2,5/10,2-комнатная квартира · 70 м² · 5/10 этаж,Other,70.0,407000.0
1-комнатная квартира,16800000,32 м²,Токсан би,1,4/5,1-комнатная квартира · 32 м² · 4/5 этаж,Other,32.0,525000.0
3-комнатная квартира,28300000,89 м²,"Абайский р-н, 189 квартал 9",3,6/9,3-комнатная квартира · 89 м² · 6/9 этаж,Other,89.0,317977.52808988764
3-комнатная квартира,43000000,74 м²,"Казыбек би р-н, мкр Юго-Восток, Ашимова 13",3,5/10,3-комнатная квартира · 74 м² · 5/10 этаж,Other,74.0,581081.0810810811
2-комнатная квартира,44500000,60 м²,"Есильский р-н, Абикен Бектуров",2,11/12,2-комнатная квартира · 60 м² · 11/12 этаж,Other,60.0,741666.6666666666
4-комнатная квартира,74881800,152.82 м²,Сабатаева 77A — Сабатаева,4,3/9,4-комнатная квартира · 152.82 м² · 3/9 этаж,Other,152.82,490000.0
2-комнатная квартира,35500000,38 м²,"Алмалинский р-н, Казыбек би 139",2,11/13,2-комнатная квартира · 38 м² · 11/13 этаж,Other,38.0,934210.5263157894
1-комнатная квартира,23000000,36 м²,"Алатауский р-н, мкр Зердели 1/39 — Б.Момышулы",1,4/5,1-комнатная квартира · 36 м² · 4/5 этаж,Other,36.0,638888.8888888889
3-комнатная квартира,14000000,70 м²,Назарбаев 90Б,3,3,3-комнатная квартира · 70 м² · 3 этаж,Other,70.0,200000.0
2-комнатная квартира,23900000,47 м²,Илияса Есенберлина 20,2,7/10,2-комнатная квартира · 47 м² · 7/10 этаж,Other,47.0,508510.6382978723
1-комнатная квартира,12000000,38 м²,39-й мкр 10 — Мешіттің қасында,1,5/6,1-комнатная квартира · 38 м² · 5/6 этаж,Other,38.0,315789.4736842105
2-комнатная квартира,28000000,65 м²,Рахимбаева 29,2,2/5,2-комнатная квартира · 65 м² · 2/5 этаж,Other,65.0,430769.23076923075
3-комнатная квартира,35000000,70 м²,Кокшетау 4а — Кокшетау/ сырым батыра,3,2/5,3-комнатная квартира · 70 м² · 2/5 этаж,Other,70.0,500000.0
3-комнатная квартира,87200000,117 м²,"Есильский р-н, Мангилик 68 — Мангилик пересечение Хусейн Бен Талал",3,3/16,3-комнатная квартира · 117 м² · 3/16 этаж,Other,117.0,745299.1452991453
2-комнатная квартира,28500000,74 м²,"Ульбинский, Аль-Фараби",2,5/9,2-комнатная квартира · 74 м² · 5/9 этаж,Other,74.0,385135.13513513515
2-комнатная квартира,24500000,57.7 м²,"мкр 5, Алии Молдагуловой 5А",2,9/10,2-комнатная квартира · 57.7 м² · 9/10 этаж,Other,57.7,424610.05199306755
2-комнатная квартира,29248100,59.69 м²,Сабатаева 77А,2,3/9,2-комнатная квартира · 59.69 м² · 3/9 этаж,Other,59.69,490000.0
2-комнатная квартира,36900000,48 м²,"Ауэзовский р-н, мкр Жетысу-3 54",2,5/12,2-комнатная квартира · 48 м² · 5/12 этаж,Other,48.0,768750.0
3-комнатная квартира,27650000,79 м²,"Казыбек би р-н, мкр Новый Город, 137-учетный квартал 343",3,4/9,3-комнатная квартира · 79 м² · 4/9 этаж,Other,79.0,350000.0
3-комнатная квартира,83000000,160 м²,"Алматы р-н, Калдаякова 1 — Нажимеденова",3,4/20,3-комнатная квартира · 160 м² · 4/20 этаж,Other,160.0,518750.0
2-комнатная квартира,23000000,57.5 м²,Жамбыла 213,2,5/5,2-комнатная квартира · 57.5 м² · 5/5 этаж,Other,57.5,400000.0
4-комнатная квартира,41000000,112 м²,"мкр Болашак, балапанова — возле кафе Латте",4,5/5,4-комнатная квартира · 112 м² · 5/5 этаж,Other,112.0,366071.4285714286
3-комнатная квартира,55105400,112.46 м²,Сабатаева 77А — Байкена Ашимова,3,3/9,3-комнатная квартира · 112.46 м² · 3/9 этаж,Other,112.46,490000.0
2-комнатная квартира,35900000,86 м²,"Енбекшинский р-н, Толе би 12в — Ордабасы, Мечеть",2,9/12,2-комнатная квартира · 86 м² · 9/12 этаж,Other,86.0,417441.8604651163
1-комнатная квартира,15500000,37 м²,Республика 91,1,1/5,1-комнатная квартира · 37 м² · 1/5 этаж,Other,37.0,418918.91891891893
2-комнатная квартира,22108800,45.12 м²,Сабатаева 77А — Байкена Ашимова,2,3/9,2-комнатная квартира · 45.12 м² · 3/9 этаж,Other,45.12,490000.0
1-комнатная квартира,24900000,36.1 м²,"Нура р-н, Казыбек би 7/1",1,5/9,1-комнатная квартира · 36.1 м² · 5/9 этаж,Other,36.1,689750.6925207756
2-комнатная квартира,26300000,55 м²,"Алматы р-н, Нажимеденова 10/1 — Тауелсиздик",2,2/22,2-комнатная квартира · 55 м² · 2/22 этаж,Other,55.0,478181.8181818182
2-комнатная квартира,12000000,43 м²,"мкр Шанхай, Пер Зангар (Воровской) 59/1 — Около пересечении улиц Рыскулова и Вавилова",2,2/6,2-комнатная квартира · 43 м² · 2/6 этаж,Other,43.0,279069.76744186046
3-комнатная квартира,48500000,130 м²,"Наурызбайский р-н, мкр Шугыла, Жуалы 14",3,9/16,3-комнатная квартира · 130 м² · 9/16 этаж,Other,130.0,373076.92307692306
2-комнатная квартира,21000000,49.2 м²,"Алатауский р-н, Басаркобыз 1/15 — Саина - Монке би, Саялы, автоцон, спеццон",2,2/5,2-комнатная квартира · 49.2 м² · 2/5 этаж,Other,49.2,426829.2682926829
3-комнатная квартира,37700000,73 м²,Конституции 76 — Конституции Гоголя,3,5/9,3-комнатная квартира · 73 м² · 5/9 этаж,Other,73.0,516438.3561643836
3-комнатная квартира,32000000,71 м²,"8-й микрорайон, 8 мкр 1",3,4/10,3-комнатная квартира · 71 м² · 4/10 этаж,Other,71.0,450704.22535211267
1-комнатная квартира,20000000,33 м²,Нурсултана Назарбаева 215,1,4/6,1-комнатная квартира · 33 м² · 4/6 этаж,Other,33.0,606060.6060606061
3-комнатная квартира,27000000,54.5 м²,Гагарина 14 — Первый от магазина Давлет,3,3/5,3-комнатная квартира · 54.5 м² · 3/5 этаж,Other,54.5,495412.84403669724
3-комнатная квартира,9000000,58 м²,жетиколь 16,3,2/4,3-комнатная квартира · 58 м² · 2/4 этаж,Other,58.0,155172.41379310345
1-комнатная квартира,14000000,35 м²,мкр 4 11,1,3/5,1-комнатная квартира · 35 м² · 3/5 этаж,Other,35.0,400000.0
4-комнатная квартира,130000000,181 м²,"Есильский р-н, Мангилик Ел 28",4,7/8,4-комнатная квартира · 181 м² · 7/8 этаж,Other,181.0,718232.044198895
2-комнатная квартира,19400000,54 м²,"Казыбек би р-н, мкр Юго-Восток, Степной-3 5 — НИШ, Норма",2,4/5,2-комнатная квартира · 54 м² · 4/5 этаж,Other,54.0,359259.25925925927
1-комнатная квартира,16900000,46 м²,41-й мкр 20,1,5/7,1-комнатная квартира · 46 м² · 5/7 этаж,Other,46.0,367391.3043478261
2-комнатная квартира,25000000,48.15 м²,"Каратауский р-н, мкр Кайтпас 1, К. Толеметова 4 б — Төлемртова сырым батыр",2,9/12,2-комнатная квартира · 48.15 м² · 9/12 этаж,Other,48.15,519210.7995846314
2-комнатная квартира,28000000,43 м²,"Ауэзовский р-н, мкр №3 29",2,2/4,2-комнатная квартира · 43 м² · 2/4 этаж,Other,43.0,651162.7906976744
3-комнатная квартира,22000000,60.7 м²,"Аль-Фарабийский р-н, Есиль 6 — МЖК",3,5/5,3-комнатная квартира · 60.7 м² · 5/5 этаж,Other,60.7,362438.22075782536
