property_type,price,size,location,rooms,floor,title,seller_type
2-комнатная квартира,8000000 ₸,45 м²,"Алихана Бокейханова р-н, Майкудук, Майкудук, 12й микрорайон 23",2,4/5,2-комнатная квартира · 45 м² · 4/5 этаж,Other
2-комнатная квартира,29800000 ₸,44 м²,"Ауэзовский р-н, мкр №6 10а — Абая",2,2/4,2-комнатная квартира · 44 м² · 2/4 этаж,Other
2-комнатная квартира,15000000 ₸,54.5 м²,Азаттык 72,2,1/3,2-комнатная квартира · 54.5 м² · 1/3 этаж,Other
2-комнатная квартира,13500000 ₸,54 м²,"мкр Шанхай, Рыскулова 18-2 — Рыскулова Пожарского",2,2/5,2-комнатная квартира · 54 м² · 2/5 этаж,Other
1-комнатная квартира,26000000 ₸,50.5 м²,Аэропортная 58 к1,1,9/12,1-комнатная квартира · 50.5 м² · 9/12 этаж,Other
4-комнатная квартира,99900000 ₸,130 м²,"Алматы р-н, Жалайыри 7",4,1/3,4-комнатная квартира · 130 м² · 1/3 этаж,Other
3-комнатная квартира,15000000 ₸,59 м²,Быковского 5 — Саина,3,5/5,3-комнатная квартира · 59 м² · 5/5 этаж,Other
2-комнатная квартира,20000000 ₸,50 м²,Самал 85/4 — СОШ ГЭН,2,10/10,2-комнатная квартира · 50 м² · 10/10 этаж,Other
2-комнатная квартира,20000000 ₸,72.5 м²,Ауэзова 112А,2,3/5,2-комнатная квартира · 72.5 м² · 3/5 этаж,Other
2-комнатная квартира,5000000 ₸,25 м²,мкр Шанхай 6 б — Данекер магазин,2,2/5,2-комнатная квартира · 25 м² · 2/5 этаж,Other
2-комнатная квартира,26500000 ₸,50 м²,Льва Толстого 4,2,2/5,2-комнатная квартира · 50 м² · 2/5 этаж,Other
3-комнатная квартира,17350000 ₸,62.9 м²,"Казыбек би р-н, Крамского 44/3 — КВШ, Кооперативный институт, ВГСЧ",3,1/5,3-комнатная квартира · 62.9 м² · 1/5 этаж,Other
2-комнатная квартира,39000000 ₸,60 м²,"Жетысуский р-н, Райымбека 245 Б",2,4/9,2-комнатная квартира · 60 м² · 4/9 этаж,Other
2-комнатная квартира,14000000 ₸,55 м²,Койбакова 6,2,1/4,2-комнатная квартира · 55 м² · 1/4 этаж,Other
3-комнатная квартира,27000000 ₸,74 м²,10микрорайон 4,3,5/9,3-комнатная квартира · 74 м² · 5/9 этаж,Other
2-комнатная квартира,32000000 ₸,47 м²,"Ауэзовский р-н, мкр №7 22 — Абая-Алтынсарина ТРЦ «Москва» «фэмили парк» метро Москва и сарыарка",2,4/4,2-комнатная квартира · 47 м² · 4/4 этаж,Other
3-комнатная квартира,57000000 ₸,97.2 м²,"Есильский р-н, Д. Кунаева 35 — Мангилик ел",3,6/9,3-комнатная квартира · 97.2 м² · 6/9 этаж,Other
1-комнатная квартира,29700000 ₸,36 м²,"Алатауский р-н, Бауыржана Момышулы 11/14а",1,4/6,1-комнатная квартира · 36 м² · 4/6 этаж,Other
2-комнатная квартира,24000000 ₸,73.3 м²,Нур Актобе,2,3/5,2-комнатная квартира · 73.3 м² · 3/5 этаж,Other
4-комнатная квартира,135000000 ₸,176.1 м²,"Сарайшык р-н, Кошкарбаева 8",4,14/18,4-комнатная квартира · 176.1 м² · 14/18 этаж,Other
2-комнатная квартира,19000000 ₸,46.8 м²,"Казыбек би р-н, мкр Юго-Восток 21",2,3/5,2-комнатная квартира · 46.8 м² · 3/5 этаж,Other
2-комнатная квартира,9000000 ₸,43 м²,Момышулы 56 — Конаева-Момышулы,2,5/5,2-комнатная квартира · 43 м² · 5/5 этаж,Other
1-комнатная квартира,32000000 ₸,45 м²,"Наурызбайский р-н, мкр Шугыла 340/35",1,8/9,1-комнатная квартира · 45 м² · 8/9 этаж,Other
2-комнатная квартира,29000000 ₸,48 м²,"Жетысуский р-н, Ул.Ташкентски 100 — Фурманова",2,2/5,2-комнатная квартира · 48 м² · 2/5 этаж,Other
3-комнатная квартира,55000000 ₸,94 м²,"Каратауский р-н, мкр Нурсат 119",3,2/5,3-комнатная квартира · 94 м² · 2/5 этаж,Other
3-комнатная квартира,18500000 ₸,74 м²,Сатпаева 9/1 — За наличные,3,4/5,3-комнатная квартира · 74 м² · 4/5 этаж,Other
2-комнатная квартира,14000000 ₸,45 м²,Агыбай Батыра — Ленина,2,4/4,2-комнатная квартира · 45 м² · 4/4 этаж,Other
1-комнатная квартира,24700000 ₸,36.1 м²,"Есильский р-н, Анет баба 13, 13/1, 13/2 — Мухамедханова",1,8/10,1-комнатная квартира · 36.1 м² · 8/10 этаж,Other
4-комнатная квартира,27800000 ₸,79 м²,"Казыбек би р-н, мкр Юго-Восток, Камали Дюсембекова 67",4,9/9,4-комнатная квартира · 79 м² · 9/9 этаж,Other
2-комнатная квартира,24500000 ₸,71 м²,мкр Нурсая 78,2,4/5,2-комнатная квартира · 71 м² · 4/5 этаж,Other
2-комнатная квартира,10000000 ₸,55 м²,Женис 16,2,1/5,2-комнатная квартира · 55 м² · 1/5 этаж,Other
3-комнатная квартира,23000000 ₸,93 м²,"мкр Болашак, Бокенбай батыра 129 Д — Возле школы 68",3,6/6,3-комнатная квартира · 93 м² · 6/6 этаж,Other
3-комнатная квартира,20500000 ₸,65 м²,"Ульбинский, Космическая 6",3,2/5,3-комнатная квартира · 65 м² · 2/5 этаж,Other
3-комнатная квартира,20500000 ₸,65 м²,"Ульбинский, Космическая 6",3,2/5,3-комнатная квартира · 65 м² · 2/5 этаж,Other
2-комнатная квартира,17700000 ₸,50.8 м²,Пр. Абылхаир-хана 83,2,4/5,2-комнатная квартира · 50.8 м² · 4/5 этаж,Other
2-комнатная квартира,17000000 ₸,42 м²,"Алматы р-н, Маяковского — Жабаева",2,3/5,2-комнатная квартира · 42 м² · 3/5 этаж,Other
3-комнатная квартира,51000000 ₸,72 м²,"Алмалинский р-н, Ауэзова 16 — Толе би-Ауэзова",3,9/9,3-комнатная квартира · 72 м² · 9/9 этаж,Other
1-комнатная квартира,2500000 ₸,18 м²,"Абулхаир-хана 55 — Медакадемия, жубанов университет, баишев",1,3/5,1-комнатная квартира · 18 м² · 3/5 этаж,Other
2-комнатная квартира,20700000 ₸,50.1 м²,Жамбыла 274,2,4/5,2-комнатная квартира · 50.1 м² · 4/5 этаж,Other
2-комнатная квартира,22500000 ₸,54 м²,"Казыбек би р-н, мкр Юго-Восток, Мкр Степной 3 8",2,3/9,2-комнатная квартира · 54 м² · 3/9 этаж,Other
4-комнатная квартира,180000000 ₸,164 м²,"Есильский р-н, Табыс",4,2/4,4-комнатная квартира · 164 м² · 2/4 этаж,Other
1-комнатная квартира,15000000 ₸,45 м²,мкр Нурсая 116,1,1,1-комнатная квартира · 45 м² · 1 этаж,Other
2-комнатная квартира,15000000 ₸,48 м²,Ленина 2,2,2/4,2-комнатная квартира · 48 м² · 2/4 этаж,Other
2-комнатная квартира,35000000 ₸,76 м²,"Аль-Фарабийский р-н, Желтоксан-Кунаева 19А",2,4/9,2-комнатная квартира · 76 м² · 4/9 этаж,Other
1-комнатная квартира,19000000 ₸,41 м²,Асыл Арман 9,1,9/9,1-комнатная квартира · 41 м² · 9/9 этаж,Other
1-комнатная квартира,24000000 ₸,32.9 м²,"Ауэзовский р-н, мкр №8 9",1,4/4,1-комнатная квартира · 32.9 м² · 4/4 этаж,Other
1-комнатная квартира,15000000 ₸,27 м²,"Жетысуский р-н, мкр Дорожник",1,1/5,1-комнатная квартира · 27 м² · 1/5 этаж,Other
1-комнатная квартира,28000000 ₸,45 м²,"Алатауский р-н, мкр Дарабоз 85",1,8/12,1-комнатная квартира · 45 м² · 8/12 этаж,Other
3-комнатная квартира,24000000 ₸,54 м²,К. Кайсенова — Областной суд,3,1/5,3-комнатная квартира · 54 м² · 1/5 этаж,Other
3-комнатная квартира,6500000 ₸,60 м²,Жукова 2 — Новостройка,3,1/2,3-комнатная квартира · 60 м² · 1/2 этаж,Other
2-комнатная квартира,50000000 ₸,81.9 м²,"Каратауский р-н, Мкр. Нурсат 4 — Ж.м Нурсат, пр. Нұрсұлтан Назарбаев",2,3/12,2-комнатная квартира · 81.9 м² · 3/12 этаж,Other
3-комнатная квартира,24000000 ₸,63 м²,"Казыбек би р-н, мкр Юго-Восток, Мкр Юго-Восток, мкр Степной2 2 5",3,9/9,3-комнатная квартира · 63 м² · 9/9 этаж,Other
3-комнатная квартира,6500000 ₸,60 м²,Жукова 2 — Новостройка,3,1/2,3-комнатная квартира · 60 м² · 1/2 этаж,Other
2-комнатная квартира,50000000 ₸,81.9 м²,"Каратауский р-н, Мкр. Нурсат 4 — Ж.м Нурсат, пр. Нұрсұлтан Назарбаев",2,3/12,2-комнатная квартира · 81.9 м² · 3/12 этаж,Other
3-комнатная квартира,24000000 ₸,63 м²,"Казыбек би р-н, мкр Юго-Восток, Мкр Юго-Восток, мкр Степной2 2 5",3,9/9,3-комнатная квартира · 63 м² · 9/9 этаж,Other
