property_type,price,size,location,rooms,floor,title,seller_type
3-комнатная квартира,56500000 ₸,146 м²,"мкр Ардагер, Кулманова 107 53",3,7/9,3-комнатная квартира · 146 м² · 7/9 этаж,Other
2-комнатная квартира,8700000 ₸,78 м²,29а мкр 103,2,5/5,2-комнатная квартира · 78 м² · 5/5 этаж,Other
2-комнатная квартира,18500000 ₸,70.8 м²,17-й мкр 113,2,7/12,2-комнатная квартира · 70.8 м² · 7/12 этаж,Other
2-комнатная квартира,28000000 ₸,63.7 м²,"Казыбек би р-н, мкр Юго-Восток, Муканова",2,1/5,2-комнатная квартира · 63.7 м² · 1/5 этаж,Other
1-комнатная квартира,16700000 ₸,38 м²,"Сарайшык р-н, Нажмединова 19",1,3/9,1-комнатная квартира · 38 м² · 3/9 этаж,Other
2-комнатная квартира,35500000 ₸,50 м²,"Нура р-н, Туран — Горячая цена Срочно!",2,6/9,2-комнатная квартира · 50 м² · 6/9 этаж,Other
2-комнатная квартира,40000000 ₸,62 м²,"Сарайшык р-н, Сагадат Нурмагамбетов 17",2,4/16,2-комнатная квартира · 62 м² · 4/16 этаж,Other
3-комнатная квартира,14000000 ₸,80 м²,Естай Акына 2 — Ыкылыс,3,1/2,3-комнатная квартира · 80 м² · 1/2 этаж,Other
2-комнатная квартира,19000000 ₸,41 м²,Победы,2,4/9,2-комнатная квартира · 41 м² · 4/9 этаж,Other
1-комнатная квартира,12500000 ₸,33 м²,Интернациональная 8 — Черемушки,1,1/5,1-комнатная квартира · 33 м² · 1/5 этаж,Other
3-комнатная квартира,23600000 ₸,65 м²,Ломова 181/4,3,2/6,3-комнатная квартира · 65 м² · 2/6 этаж,Other
2-комнатная квартира,22500000 ₸,52.4 м²,Болатбаева — 19мкр,2,10/10,2-комнатная квартира · 52.4 м² · 10/10 этаж,Other
1-комнатная квартира,11000000 ₸,31 м²,Естая 56,1,2/5,1-комнатная квартира · 31 м² · 2/5 этаж,Other
3-комнатная квартира,70000000 ₸,128 м²,18А мкр 7,3,8/10,3-комнатная квартира · 128 м² · 8/10 этаж,Other
1-комнатная квартира,15700000 ₸,35 м²,"Енбекшинский р-н, Толе би 21",1,3/5,1-комнатная квартира · 35 м² · 3/5 этаж,Other
2-комнатная квартира,24000000 ₸,48.1 м²,Хименко 3,2,1/5,2-комнатная квартира · 48.1 м² · 1/5 этаж,Other
1-комнатная квартира,21500000 ₸,47 м²,"мкр Авангард-2, авангард 2 — мерей базарынын аасында орналаскан",1,9/9,1-комнатная квартира · 47 м² · 9/9 этаж,Other
3-комнатная квартира,20000000 ₸,62 м²,Шевченко толебаева — толебаева,3,3/4,3-комнатная квартира · 62 м² · 3/4 этаж,Other
3-комнатная квартира,29000000 ₸,70 м²,14-й мкр 11,3,2/5,3-комнатная квартира · 70 м² · 2/5 этаж,Other
3-комнатная квартира,32900000 ₸,61 м²,"Сарыарка р-н, Айманова — Срочная продажа",3,3/5,3-комнатная квартира · 61 м² · 3/5 этаж,Other
2-комнатная квартира,22000000 ₸,45 м²,"Казыбек би р-н, мкр Юго-Восток, Муканова 2",2,3/5,2-комнатная квартира · 45 м² · 3/5 этаж,Other
2-комнатная квартира,12500000 ₸,44.7 м²,50 лет Октября 94,2,5/5,2-комнатная квартира · 44.7 м² · 5/5 этаж,Other
2-комнатная квартира,29000000 ₸,70 м²,"Казыбек би р-н, Ермекова 106/6",2,2/10,2-комнатная квартира · 70 м² · 2/10 этаж,Other
5-комнатная квартира,20000000 ₸,165 м²,Санырак-батыр 3,5,1/5,5-комнатная квартира · 165 м² · 1/5 этаж,Other
3-комнатная квартира,60000000 ₸,106.2 м²,"Ауэзовский р-н, мкр Аксай-5, Садвакасова 3б",3,11/13,3-комнатная квартира · 106.2 м² · 11/13 этаж,Other
2-комнатная квартира,16500000 ₸,52 м²,Камзина 12 — возле телецентра,2,2/5,2-комнатная квартира · 52 м² · 2/5 этаж,Other
4-комнатная квартира,28000000 ₸,70 м²,проспект Абая 123 — улица Казыбек би - проспект Абая,4,5/5,4-комнатная квартира · 70 м² · 5/5 этаж,Other
2-комнатная квартира,16800000 ₸,51.9 м²,мкр Жилгородок — Бейбитшилик и Тургенева,2,7/9,2-комнатная квартира · 51.9 м² · 7/9 этаж,Other
2-комнатная квартира,17500000 ₸,56 м²,4-47 47,2,2/4,2-комнатная квартира · 56 м² · 2/4 этаж,Other
1-комнатная квартира,6200000 ₸,29.7 м²,Көктем ш/а 1дом 19,1,4/4,1-комнатная квартира · 29.7 м² · 4/4 этаж,Other
3-комнатная квартира,41000000 ₸,157.3 м²,"мкр Болашак, Бокенбай батыра 153 — Мкр юнис сити",3,3,3-комнатная квартира · 157.3 м² · 3 этаж,Other
2-комнатная квартира,16000000 ₸,46 м²,"Казыбек би р-н, мкр Новый Город, Гоголя 37/2 — Гоголевский пассаж",2,3/5,2-комнатная квартира · 46 м² · 3/5 этаж,Other
1-комнатная квартира,9000000 ₸,33 м²,3-й мкр 12 — Ж.к.Мамыр,1,5/5,1-комнатная квартира · 33 м² · 5/5 этаж,Other
3-комнатная квартира,29000000 ₸,68 м²,Есенберлина,3,3/5,3-комнатная квартира · 68 м² · 3/5 этаж,Other
3-комнатная квартира,18500000 ₸,65 м²,"Аль-Фарабийский р-н, 16-й микрорайон, 16-й микрорайон 10 — рыскулова",3,4/5,3-комнатная квартира · 65 м² · 4/5 этаж,Other
4-комнатная квартира,115000000 ₸,128 м²,"Алматы р-н, Байтурсынова 1",4,14/18,4-комнатная квартира · 128 м² · 14/18 этаж,Other
1-комнатная квартира,9000000 ₸,33 м²,3-й мкр — Рядом магазин алко,1,5/5,1-комнатная квартира · 33 м² · 5/5 этаж,Other
2-комнатная квартира,8600000 ₸,48 м²,7 микрорайон 45,2,1/5,2-комнатная квартира · 48 м² · 1/5 этаж,Other
1-комнатная квартира,10000000 ₸,35 м²,"мкр ""Шыгыс 1"", Мкр ""Шыгыс 1"" 306",1,3/5,1-комнатная квартира · 35 м² · 3/5 этаж,Other
2-комнатная квартира,29900000 ₸,43 м²,"Нура р-н, Е-15 13/1",2,4/9,2-комнатная квартира · 43 м² · 4/9 этаж,Other
2-комнатная квартира,7500000 ₸,46.1 м²,"Алихана Бокейханова р-н, Майкудук, Майкудук, 14й микрорайон 14",2,4/5,2-комнатная квартира · 46.1 м² · 4/5 этаж,Other
4-комнатная квартира,26500000 ₸,74 м²,"мкр Авангард-4, Луговая 11 — 3 школа",4,5/5,4-комнатная квартира · 74 м² · 5/5 этаж,Other
3-комнатная квартира,77000000 ₸,75 м²,"Бостандыкский р-н, мкр Алмагуль 70 — Малахова",3,6/9,3-комнатная квартира · 75 м² · 6/9 этаж,Other
2-комнатная квартира,65000000 ₸,65 м²,"Бостандыкский р-н, мкр Мирас 21 — Аскарова - Садыкова",2,9/9,2-комнатная квартира · 65 м² · 9/9 этаж,Other
1-комнатная квартира,8000000 ₸,38 м²,Б.Момышулы,1,1/5,1-комнатная квартира · 38 м² · 1/5 этаж,Other
2-комнатная квартира,23000000 ₸,60 м²,"Алихана Бокейханова р-н, 1-й квартал, Тельмана 1/2",2,2/3,2-комнатная квартира · 60 м² · 2/3 этаж,Other
3-комнатная квартира,14000000 ₸,54 м²,2-й мкр 10 — Вдоль дороги,3,3/4,3-комнатная квартира · 54 м² · 3/4 этаж,Other
4-комнатная квартира,67500000 ₸,87 м²,"Есильский р-н, Хусейн Бен Талал 28",4,8/17,4-комнатная квартира · 87 м² · 8/17 этаж,Other
2-комнатная квартира,20500000 ₸,70 м²,20-й мкр 21 участок,2,2/6,2-комнатная квартира · 70 м² · 2/6 этаж,Other
3-комнатная квартира,32000000 ₸,82.9 м²,проспект Назарбаева 158Г — ЖК Гиппократ,3,3/5,3-комнатная квартира · 82.9 м² · 3/5 этаж,Other
1-комнатная квартира,16250000 ₸,26 м²,"Аль-Фарабийский р-н, Бибытшылык 2 — Арбат",1,3/4,1-комнатная квартира · 26 м² · 3/4 этаж,Other
2-комнатная квартира,85000000 ₸,86.7 м²,"Алмалинский р-н, Масанчи — Гоголя",2,9/16,2-комнатная квартира · 86.7 м² · 9/16 этаж,Other
4-комнатная квартира,53000000 ₸,102.2 м²,"Есильский р-н, Е-117 41",4,5/7,4-комнатная квартира · 102.2 м² · 5/7 этаж,Other
2-комнатная квартира,14000000 ₸,42 м²,Смп — По улице Сырым Датова,2,4/5,2-комнатная квартира · 42 м² · 4/5 этаж,Other
3-комнатная квартира,45000000 ₸,100 м²,"Есильский р-н, мкр Комсомольский, Чингиза Айтматова 36",3,12/14,3-комнатная квартира · 100 м² · 12/14 этаж,Other
1-комнатная квартира,23800000 ₸,45 м²,Абая — Тойота центр,1,8/10,1-комнатная квартира · 45 м² · 8/10 этаж,Other
3-комнатная квартира,66000000 ₸,90.3 м²,Орынбор 16 — Алихана Бокейханова,3,7/9,3-комнатная квартира · 90.3 м² · 7/9 этаж,Other
3-комнатная квартира,28000000 ₸,81 м²,"Ульбинский, Машиностроителей 10",3,5/5,3-комнатная квартира · 81 м² · 5/5 этаж,Other
3-комнатная квартира,58999999 ₸,93 м²,Кармелюка,3,2/5,3-комнатная квартира · 93 м² · 2/5 этаж,Other
3-комнатная квартира,20000000 ₸,60 м²,Казахстанская 106 — Назарбаева Казахстанская,3,3/5,3-комнатная квартира · 60 м² · 3/5 этаж,Other
2-комнатная квартира,22000000 ₸,70 м²,"мкр. Алмагуль, алмагуль",2,12/16,2-комнатная квартира · 70 м² · 12/16 этаж,Other
1-комнатная квартира,9500000 ₸,29 м²,Академика Вернадского — 12 школы,1,1/5,1-комнатная квартира · 29 м² · 1/5 этаж,Other
3-комнатная квартира,65000000 ₸,109.9 м²,Толстого — Каирбекова,3,9/9,3-комнатная квартира · 109.9 м² · 9/9 этаж,Other
1-комнатная квартира,17500000 ₸,37 м²,"Есильский р-н, Е117 45",1,6/9,1-комнатная квартира · 37 м² · 6/9 этаж,Other
3-комнатная квартира,35000000 ₸,60 м²,"Сарайшык р-н, Кошкарбаева 23",3,3/9,3-комнатная квартира · 60 м² · 3/9 этаж,Other
2-комнатная квартира,41000000 ₸,56 м²,"Ауэзовский р-н, мкр Таугуль, таугул — Алтынсарина",2,8/9,2-комнатная квартира · 56 м² · 8/9 этаж,Other
3-комнатная квартира,14000000 ₸,48.5 м²,"мкр Центральный, Абая 19",3,2/5,3-комнатная квартира · 48.5 м² · 2/5 этаж,Other
1-комнатная квартира,20000000 ₸,36 м²,Мкр. Береке 47,1,2/5,1-комнатная квартира · 36 м² · 2/5 этаж,Other
2-комнатная квартира,22000000 ₸,54 м²,"р-н Байконур, Абая 92/1",2,25/25,2-комнатная квартира · 54 м² · 25/25 этаж,Other
3-комнатная квартира,25300000 ₸,85 м²,улица Зейнуллы Шукурова 98е — Бухарбая,3,3/5,3-комнатная квартира · 85 м² · 3/5 этаж,Other
2-комнатная квартира,25000000 ₸,52 м²,"Каратауский р-н, мкр Нурсат, Мкр Нурсат 2 36 дом 15кв",2,2/9,2-комнатная квартира · 52 м² · 2/9 этаж,Other
3-комнатная квартира,35000000 ₸,75.3 м²,М.Исиналиева 12 — Сатпаева-Исиналиева,3,1/3,3-комнатная квартира · 75.3 м² · 1/3 этаж,Other
1-комнатная квартира,18990000 ₸,39.1 м²,Мкр. Береке 50 — За Костанай Плаза,1,5/6,1-комнатная квартира · 39.1 м² · 5/6 этаж,Other
1-комнатная квартира,11000000 ₸,40 м²,"мкр Береке, Мкр.Береке 21",1,7/9,1-комнатная квартира · 40 м² · 7/9 этаж,Other
3-комнатная квартира,16000000 ₸,62.3 м²,Абая 82 — Возле Кофе бум,3,3/5,3-комнатная квартира · 62.3 м² · 3/5 этаж,Other
4-комнатная квартира,34000000 ₸,80 м²,Асылбекова,4,4/6,4-комнатная квартира · 80 м² · 4/6 этаж,Other
2-комнатная квартира,12000000 ₸,48 м²,Жамбыла,2,4/5,2-комнатная квартира · 48 м² · 4/5 этаж,Other
3-комнатная квартира,47500000 ₸,59 м²,"Медеуский р-н, мкр Думан-2, мкрн Думан-2",3,5/9,3-комнатная квартира · 59 м² · 5/9 этаж,Other
2-комнатная квартира,26000000 ₸,50 м²,"Каратауский р-н, мкр Нурсат 2 54",2,6/9,2-комнатная квартира · 50 м² · 6/9 этаж,Other
1-комнатная квартира,21500000 ₸,42.4 м²,"Алматы р-н, Мустафина 15 — Ш. Кудайбердиулы",1,5/9,1-комнатная квартира · 42.4 м² · 5/9 этаж,Other
2-комнатная квартира,32800000 ₸,67 м²,"Есильский р-н, Е 36 5",2,8/18,2-комнатная квартира · 67 м² · 8/18 этаж,Other
4-комнатная квартира,74999990 ₸,112 м²,"Есильский р-н, Мангилик Ел 62 — Онгарсыновой",4,4/21,4-комнатная квартира · 112 м² · 4/21 этаж,Other
1-комнатная квартира,8500000 ₸,40 м²,Мкр1 блок 2 2 — Магазин тумар,1,2/5,1-комнатная квартира · 40 м² · 2/5 этаж,Other
4-комнатная квартира,145000000 ₸,139 м²,"Есильский р-н, Е-308 1",4,13/22,4-комнатная квартира · 139 м² · 13/22 этаж,Other
4-комнатная квартира,48800000 ₸,103 м²,"Нура р-н, Е-36 5",4,9/12,4-комнатная квартира · 103 м² · 9/12 этаж,Other
2-комнатная квартира,32500000 ₸,64 м²,"Нура р-н, Е-36 5",2,6/12,2-комнатная квартира · 64 м² · 6/12 этаж,Other
3-комнатная квартира,30000000 ₸,68 м²,Жунисалиева 49,3,3/5,3-комнатная квартира · 68 м² · 3/5 этаж,Other
2-комнатная квартира,16000000 ₸,46 м²,Микрорайон 1,2,1/4,2-комнатная квартира · 46 м² · 1/4 этаж,Other
2-комнатная квартира,25000000 ₸,60 м²,ул. Баймуканова 84,2,9/9,2-комнатная квартира · 60 м² · 9/9 этаж,Other
1-комнатная квартира,25000000 ₸,43.6 м²,"Алматы р-н, Таскескен 17 А,Б — Мечеть Хазрет Султан",1,6/9,1-комнатная квартира · 43.6 м² · 6/9 этаж,Other
3-комнатная квартира,55000000 ₸,86 м²,"Турксибский р-н, мкр Жас Канат",3,1/5,3-комнатная квартира · 86 м² · 1/5 этаж,Other
1-комнатная квартира,50400000 ₸,58 м²,"Алмалинский р-н, Шевченко 85 — Сейфуллина",1,12/12,1-комнатная квартира · 58 м² · 12/12 этаж,Other
3-комнатная квартира,11000000 ₸,58 м²,Ынтымақ 7,3,3,3-комнатная квартира · 58 м² · 3 этаж,Other
2-комнатная квартира,14600000 ₸,48 м²,Алатау 6 6 — Сейфуллина,2,4/5,2-комнатная квартира · 48 м² · 4/5 этаж,Other
3-комнатная квартира,12000000 ₸,68 м²,Торайгыров 80 а 36 кв — Лапина,3,3/5,3-комнатная квартира · 68 м² · 3/5 этаж,Other
1-комнатная квартира,17500000 ₸,40.6 м²,докучаева 35б,1,8/9,1-комнатная квартира · 40.6 м² · 8/9 этаж,Other
3-комнатная квартира,39900000 ₸,87 м²,"Нура р-н, Е-36 5",3,9/9,3-комнатная квартира · 87 м² · 9/9 этаж,Other
1-комнатная квартира,20700000 ₸,33 м²,"Алматы р-н, Тауельсиздик 21/6",1,9/9,1-комнатная квартира · 33 м² · 9/9 этаж,Other
1-комнатная квартира,12000000 ₸,32 м²,"Ульбинский, Назарбаева 31/1 — Виноградова",1,3/5,1-комнатная квартира · 32 м² · 3/5 этаж,Other
2-комнатная квартира,26800000 ₸,38 м²,"Есильский р-н, Мангилик Ел 40",2,3/9,2-комнатная квартира · 38 м² · 3/9 этаж,Other
4-комнатная квартира,28000000 ₸,96 м²,"5-й микрорайон, Абая — Абая /Арыстанбекова",4,9/10,4-комнатная квартира · 96 м² · 9/10 этаж,Other
2-комнатная квартира,18500000 ₸,53.5 м²,Ауэзова 3,2,13/14,2-комнатная квартира · 53.5 м² · 13/14 этаж,Other
2-комнатная квартира,33000000 ₸,68 м²,"Нура р-н, Е-36 5",2,8/18,2-комнатная квартира · 68 м² · 8/18 этаж,Other
1-комнатная квартира,13500000 ₸,40 м²,Азаттык 71,1,5/5,1-комнатная квартира · 40 м² · 5/5 этаж,Other
2-комнатная квартира,20000000 ₸,54.4 м²,карагайлы 25,2,9/9,2-комнатная квартира · 54.4 м² · 9/9 этаж,Other
4-комнатная квартира,30000000 ₸,67.3 м²,Естая 58 — Естая-Бектурова,4,2/9,4-комнатная квартира · 67.3 м² · 2/9 этаж,Other
2-комнатная квартира,10500000 ₸,42 м²,"мкр Жилгородок, Красногорская 21 — 36 школа",2,2/5,2-комнатная квартира · 42 м² · 2/5 этаж,Other
1-комнатная квартира,27000000 ₸,46 м²,"Сарайшык р-н, Калибек Куанышбаев — Дом Моцарта 2",1,12/24,1-комнатная квартира · 46 м² · 12/24 этаж,Other
2-комнатная квартира,34400000 ₸,54.8 м²,Байтурсынова 29 — ГОРЯЩАЯ ЦЕНА,2,4/9,2-комнатная квартира · 54.8 м² · 4/9 этаж,Other
4-комнатная квартира,53000000 ₸,122 м²,"Есильский р-н, Сауран 5",4,7/9,4-комнатная квартира · 122 м² · 7/9 этаж,Other
3-комнатная квартира,13000000 ₸,55 м²,Жамбыла — СОШ №4,3,3/5,3-комнатная квартира · 55 м² · 3/5 этаж,Other
1-комнатная квартира,14000000 ₸,44 м²,"16-й мкр  86-86/1 — 16 мкр напротив 19 мкр, вдоль дороги",1,4/5,1-комнатная квартира · 44 м² · 4/5 этаж,Other
3-комнатная квартира,14000000 ₸,41 м²,Жамбыла,3,2/5,3-комнатная квартира · 41 м² · 2/5 этаж,Other
2-комнатная квартира,32000000 ₸,56 м²,"Бектуров — Туран-Бектуров. Возле Ncity, Magnum",2,3/14,2-комнатная квартира · 56 м² · 3/14 этаж,Other
3-комнатная квартира,26000000 ₸,60 м²,Астана 50 — района рынка Океан,3,5/5,3-комнатная квартира · 60 м² · 5/5 этаж,Other
1-комнатная квартира,13500000 ₸,32 м²,Чайковского 21 — токсан би,1,4/5,1-комнатная квартира · 32 м² · 4/5 этаж,Other
3-комнатная квартира,39000000 ₸,82 м²,Сатпаева 11 а,3,2/5,3-комнатная квартира · 82 м² · 2/5 этаж,Other
1-комнатная квартира,10000000 ₸,39.6 м²,4-й мкр 9 — Дом Маяк,1,10/10,1-комнатная квартира · 39.6 м² · 10/10 этаж,Other
3-комнатная квартира,21000000 ₸,63 м²,"Ул.Аса 10 мкр. 17/ — Находиться возле базара кайкармет, садик, школа , медцентр Брак  и сем",3,3/5,3-комнатная квартира · 63 м² · 3/5 этаж,Other
4-комнатная квартира,25000000 ₸,37 м²,Алмабекова дом2кв6 — Больнице,4,1/2,4-комнатная квартира · 37 м² · 1/2 этаж,Other
2-комнатная квартира,28300000 ₸,41 м²,"Нура р-н, Е-36 4",2,16/18,2-комнатная квартира · 41 м² · 16/18 этаж,Other
2-комнатная квартира,45000000 ₸,52 м²,"Алматы р-н, Тауелсыздык 23/1 — Шарль де Голя",2,6/16,2-комнатная квартира · 52 м² · 6/16 этаж,Other
2-комнатная квартира,39000000 ₸,70 м²,"Наурызбайский р-н, мкр Шугыла, Жунисова",2,10/10,2-комнатная квартира · 70 м² · 10/10 этаж,Other
2-комнатная квартира,15500000 ₸,47 м²,"мкр Центральный, махамбета 87б",2,1/5,2-комнатная квартира · 47 м² · 1/5 этаж,Other
2-комнатная квартира,12100000 ₸,47.3 м²,Жакенова,2,1/2,2-комнатная квартира · 47.3 м² · 1/2 этаж,Other
3-комнатная квартира,24899999 ₸,70 м²,"Нура р-н, Омарова 3",3,1/16,3-комнатная квартира · 70 м² · 1/16 этаж,Other
3-комнатная квартира,35000000 ₸,71.2 м²,мкр Астана 3,3,1/5,3-комнатная квартира · 71.2 м² · 1/5 этаж,Other
3-комнатная квартира,29000000 ₸,87.3 м²,20-й мкр 5,3,4/5,3-комнатная квартира · 87.3 м² · 4/5 этаж,Other
3-комнатная квартира,438744000 ₸,161.6 м²,"Бостандыкский р-н, Микрорайон Мирас 115",3,3/3,3-комнатная квартира · 161.6 м² · 3/3 этаж,Other
1-комнатная квартира,38700000 ₸,42.5 м²,"Алматы р-н, Храпатый 17/1 — Парк Президента",1,5/7,1-комнатная квартира · 42.5 м² · 5/7 этаж,Other
2-комнатная квартира,35900000 ₸,65 м²,"Турксибский р-н, мкр Жас Канат — Шемякина - Ескендир Хасангалиева",2,5/5,2-комнатная квартира · 65 м² · 5/5 этаж,Other
2-комнатная квартира,13000000 ₸,49 м²,"мкр Центральный, махамбет отемисов",2,3/5,2-комнатная квартира · 49 м² · 3/5 этаж,Other
2-комнатная квартира,23000000 ₸,42 м²,"Алматы р-н, Жургенова 19 — Байтурсынова",2,17/20,2-комнатная квартира · 42 м² · 17/20 этаж,Other
2-комнатная квартира,8250000 ₸,45 м²,Камзина 37,2,2/5,2-комнатная квартира · 45 м² · 2/5 этаж,Other
1-комнатная квартира,23800000 ₸,42 м²,"Алматы р-н, Б. Момышулы 13/2 — Момышұлы Тауелсіздік",1,10/18,1-комнатная квартира · 42 м² · 10/18 этаж,Other
2-комнатная квартира,7200000 ₸,43 м²,Сарыарка 4а — Старый акимт,2,1/2,2-комнатная квартира · 43 м² · 1/2 этаж,Other
4-комнатная квартира,65000000 ₸,151.9 м²,"Сарыарка р-н, Тараса Шевченко — Сарыарка",4,5/14,4-комнатная квартира · 151.9 м² · 5/14 этаж,Other
1-комнатная квартира,18000000 ₸,41 м²,Текстильщиков — Бульвара молодёжи,1,1/9,1-комнатная квартира · 41 м² · 1/9 этаж,Other
2-комнатная квартира,28800000 ₸,65.2 м²,"Казыбек би р-н, ​Микрорайон Степной-2 9/3",2,4/10,2-комнатная квартира · 65.2 м² · 4/10 этаж,Other
1-комнатная квартира,25000000 ₸,34.3 м²,"Жетысуский р-н, проспект Рыскулова 58А — Яблочкова",1,3/5,1-комнатная квартира · 34.3 м² · 3/5 этаж,Other
3-комнатная квартира,40000000 ₸,60.4 м²,Кабанбай-Батыра 91,3,3/9,3-комнатная квартира · 60.4 м² · 3/9 этаж,Other
2-комнатная квартира,19500000 ₸,46 м²,Победы 18,2,4/9,2-комнатная квартира · 46 м² · 4/9 этаж,Other
1-комнатная квартира,12500000 ₸,17.5 м²,"Жетысуский р-н, мкр Дорожник 8",1,2/3,1-комнатная квартира · 17.5 м² · 2/3 этаж,Other
3-комнатная квартира,51600000 ₸,56 м²,"Бостандыкский р-н, Жандарбекова 193 — Бухар Жырау",3,4/5,3-комнатная квартира · 56 м² · 4/5 этаж,Other
3-комнатная квартира,23500000 ₸,93 м²,Калдаякова 24а — Тд арман,3,6/6,3-комнатная квартира · 93 м² · 6/6 этаж,Other
3-комнатная квартира,35000000 ₸,78 м²,"мкр. Алтын орда, Алтын Орда 5кк1",3,5/5,3-комнатная квартира · 78 м² · 5/5 этаж,Other
2-комнатная квартира,14500000 ₸,53.6 м²,32А мкр 20,2,4/6,2-комнатная квартира · 53.6 м² · 4/6 этаж,Other
1-комнатная квартира,19500000 ₸,45 м²,Иртышская 19,1,1/9,1-комнатная квартира · 45 м² · 1/9 этаж,Other
1-комнатная квартира,10850000 ₸,29.8 м²,70 квартал 2 — Мамай батыра,1,2/4,1-комнатная квартира · 29.8 м² · 2/4 этаж,Other
2-комнатная квартира,12500000 ₸,41 м²,мкр 12 15,2,2/5,2-комнатная квартира · 41 м² · 2/5 этаж,Other
2-комнатная квартира,12000000 ₸,45 м²,"мкр Привокзальный-3А, Привокзальный 3А 19а",2,5/5,2-комнатная квартира · 45 м² · 5/5 этаж,Other
2-комнатная квартира,18000000 ₸,48 м²,"Туран р-н, Гагарина 40",2,4/5,2-комнатная квартира · 48 м² · 4/5 этаж,Other
2-комнатная квартира,23000000 ₸,53 м²,"Казыбек би р-н, мкр Юго-Восток, Мкр Орбита 10",2,4/5,2-комнатная квартира · 53 м² · 4/5 этаж,Other
2-комнатная квартира,10900000 ₸,52 м²,Независимости 16 а — Остановка Ромашка,2,1/5,2-комнатная квартира · 52 м² · 1/5 этаж,Other
2-комнатная квартира,10900000 ₸,52 м²,Независимости 16 а — Остановка Ромашка,2,1/5,2-комнатная квартира · 52 м² · 1/5 этаж,Other
2-комнатная квартира,8700000 ₸,43 м²,Желтоксан 21 — Ауезова 54,2,5/5,2-комнатная квартира · 43 м² · 5/5 этаж,Other
2-комнатная квартира,11000000 ₸,51 м²,3Б мкр 5а,2,4/5,2-комнатная квартира · 51 м² · 4/5 этаж,Other
4-комнатная квартира,71000000 ₸,85.4 м²,"Алмалинский р-н, Муканова",4,5/9,4-комнатная квартира · 85.4 м² · 5/9 этаж,Other
4-комнатная квартира,105000000 ₸,120 м²,"Нура р-н, Толе би 52",4,12,4-комнатная квартира · 120 м² · 12 этаж,Other
3-комнатная квартира,35000000 ₸,61 м²,Дархан — Район ст Аэропорт,3,1/3,3-комнатная квартира · 61 м² · 1/3 этаж,Other
2-комнатная квартира,13000000 ₸,52.5 м²,1 Микрорайон 20 — Частный медицинский центр Ясин ЦОН,2,1/5,2-комнатная квартира · 52.5 м² · 1/5 этаж,Other
3-комнатная квартира,22000000 ₸,59 м²,35 квартал,3,3/5,3-комнатная квартира · 59 м² · 3/5 этаж,Other
1-комнатная квартира,13500000 ₸,32 м²,14 микрорайон,1,5/5,1-комнатная квартира · 32 м² · 5/5 этаж,Other
2-комнатная квартира,18500000 ₸,56 м²,12-й мкр 3,2,3/5,2-комнатная квартира · 56 м² · 3/5 этаж,Other
1-комнатная квартира,9100000 ₸,33 м²,Талас 18 — Сейфуллина-Рыскулова,1,3/5,1-комнатная квартира · 33 м² · 3/5 этаж,Other
3-комнатная квартира,17000000 ₸,59.1 м²,"9-й микрорайон, 9 микрорайон 12",3,5/5,3-комнатная квартира · 59.1 м² · 5/5 этаж,Other
4-комнатная квартира,191000000 ₸,185 м²,"Есильский р-н, Е 116 2",4,3/16,4-комнатная квартира · 185 м² · 3/16 этаж,Other
2-комнатная квартира,18000000 ₸,49 м²,"Алихана Бокейханова р-н, Майкудук, Майкудук, мкр Мамыраева 20",2,2/5,2-комнатная квартира · 49 м² · 2/5 этаж,Other
1-комнатная квартира,9300000 ₸,35.7 м²,Сабатаева 196 — Ашимова пушкина,1,6/6,1-комнатная квартира · 35.7 м² · 6/6 этаж,Other
3-комнатная квартира,18000000 ₸,67 м²,"Шестаковича — Кайхармет , напртив ТЦ Айырлмас",3,5/5,3-комнатная квартира · 67 м² · 5/5 этаж,Other
2-комнатная квартира,16000000 ₸,43 м²,Багдат Шаяхметова 20 — 23 школы,2,1/5,2-комнатная квартира · 43 м² · 1/5 этаж,Other
2-комнатная квартира,37000000 ₸,45 м²,"Бостандыкский р-н, мкр Коктем-3 18",2,1/5,2-комнатная квартира · 45 м² · 1/5 этаж,Other
3-комнатная квартира,49990000 ₸,78 м²,"Нура р-н, Бухар жырау — Толе би",3,7/12,3-комнатная квартира · 78 м² · 7/12 этаж,Other
4-комнатная квартира,30000000 ₸,84 м²,Желтоксан 77 — Желтоксан-Конаева,4,5/5,4-комнатная квартира · 84 м² · 5/5 этаж,Other
1-комнатная квартира,18500000 ₸,45.6 м²,"мкр Омега, молдашева — ост нефтебаза",1,3/9,1-комнатная квартира · 45.6 м² · 3/9 этаж,Other
2-комнатная квартира,16000000 ₸,44.2 м²,"Балықшы, Қаршымбай Ахмедиярова 17 — Возле ТД Даулет, кафе Asahi",2,5/5,2-комнатная квартира · 44.2 м² · 5/5 этаж,Other
5-комнатная квартира,95000000 ₸,215 м²,"Сазда-4, Санкибай батыра 253/3",5,3/4,5-комнатная квартира · 215 м² · 3/4 этаж,Other
2-комнатная квартира,52000000 ₸,49 м²,"Бостандыкский р-н, Абиша Кекилбайулы 270бло/1",2,22/25,2-комнатная квартира · 49 м² · 22/25 этаж,Other
